Rule;Confidence
-BackpackersDestination(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-BackpackersDestination(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
-hasPart(X, Y) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);1.0
-hasAccommodation(X, Y) AND -hasPart(Y, X) ==> -hasPart(X, Y);1.0
-hasPart(Y, X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-hasAccommodation(Y, X) AND -hasPart(Y, X) ==> -hasRating(X, Y);1.0
-RuralArea(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-Town(X) AND -AccommodationRating(X) ==> -hasRating(Y, X);1.0
-UrbanArea(X) AND -City(X) ==> -Town(X);1.0
-Town(X) AND -City(X) ==> -UrbanArea(X);1.0
-Town(X) AND -UrbanArea(X) ==> -City(X);1.0
-UrbanArea(X) AND -Capital(X) ==> -Town(X);1.0
-Town(X) AND -UrbanArea(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -RetireeDestination(X) ==> -Town(X);1.0
-Town(X) AND -UrbanArea(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -Town(X);1.0
-Town(X) AND -UrbanArea(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasPart(X, Y) ==> -Town(X);1.0
-Town(X) AND -UrbanArea(X) ==> -hasPart(X, Y);1.0
-Town(X) AND -City(X) ==> -Capital(X);1.0
-Town(X) AND -City(X) ==> -RetireeDestination(X);1.0
-Town(X) AND -City(X) ==> -hasAccommodation(X, Y);1.0
-Town(X) AND -City(X) ==> -hasPart(X, Y);1.0
Destination(X) AND -LuxuryHotel(X) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> Destination(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -Accommodation(X) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> Destination(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -Accommodation(X);1.0
Destination(X) AND -Hotel(X) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -Hotel(X) ==> Destination(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -Hotel(X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> Destination(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasRating(X, Y) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> Destination(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND Destination(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> -LuxuryHotel(X);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -Accommodation(X);1.0
-AccommodationRating(X) AND -Hotel(X) ==> -LuxuryHotel(X);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -Hotel(X);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -LuxuryHotel(X);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasAccommodation(Y, X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> -LuxuryHotel(X);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasRating(X, Y);1.0
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -Hotel(X) ==> -Accommodation(X);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> -Hotel(X);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -Accommodation(X);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> -hasAccommodation(Y, X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> -Accommodation(X);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> -hasRating(X, Y);1.0
-AccommodationRating(X) AND -Accommodation(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -Hotel(X);1.0
-AccommodationRating(X) AND -Hotel(X) ==> -hasAccommodation(Y, X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> -Hotel(X);1.0
-AccommodationRating(X) AND -Hotel(X) ==> -hasRating(X, Y);1.0
-AccommodationRating(X) AND -Hotel(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasPart(X, Y) ==> -hasAccommodation(X, Y);1.0
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -hasPart(X, Y);1.0
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);1.0
-Beach(X) AND -RetireeDestination(X) ==> -Capital(X);1.0
-Beach(X) AND -Capital(X) ==> -RetireeDestination(X);1.0
-Beach(X) AND -Capital(X) ==> -hasAccommodation(X, Y);1.0
-Beach(X) AND -Capital(X) ==> -hasPart(X, Y);1.0
-Capital(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -Capital(X) ==> -hasPart(Y, X);1.0
-Beach(X) AND -RetireeDestination(X) ==> -hasAccommodation(X, Y);1.0
-Beach(X) AND -RetireeDestination(X) ==> -hasPart(X, Y);1.0
-RetireeDestination(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -RetireeDestination(X) ==> -hasPart(Y, X);1.0
-Beach(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-Beach(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-NationalPark(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -NationalPark(X) ==> -hasPart(Y, X);1.0
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);1.0
-UrbanArea(X) AND -Capital(X) ==> -City(X);1.0
-UrbanArea(X) AND -City(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -RetireeDestination(X) ==> -City(X);1.0
-UrbanArea(X) AND -City(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -City(X);1.0
-UrbanArea(X) AND -City(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasPart(X, Y) ==> -City(X);1.0
-UrbanArea(X) AND -City(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -RetireeDestination(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -Capital(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -Capital(X);1.0
-UrbanArea(X) AND -Capital(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasPart(X, Y) ==> -Capital(X);1.0
-UrbanArea(X) AND -Capital(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasPart(X, Y) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -hasPart(X, Y);1.0
-City(X) AND -LuxuryHotel(X) ==> -Capital(X);1.0
-City(X) AND -Accommodation(X) ==> -LuxuryHotel(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -Accommodation(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -RetireeDestination(X);1.0
-City(X) AND -Hotel(X) ==> -LuxuryHotel(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -Hotel(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -LuxuryHotel(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -hasAccommodation(Y, X);1.0
-City(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -LuxuryHotel(X);1.0
-City(X) AND -LuxuryHotel(X) ==> -hasRating(X, Y);1.0
-City(X) AND -Accommodation(X) ==> -Capital(X);1.0
-City(X) AND -Hotel(X) ==> -Capital(X);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -Capital(X);1.0
-City(X) AND -hasRating(X, Y) ==> -Capital(X);1.0
-City(X) AND -hasRating(Y, X) ==> -Capital(X);1.0
-City(X) AND -Accommodation(X) ==> -RetireeDestination(X);1.0
-City(X) AND -Hotel(X) ==> -Accommodation(X);1.0
-City(X) AND -Accommodation(X) ==> -Hotel(X);1.0
-City(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -Accommodation(X);1.0
-City(X) AND -Accommodation(X) ==> -hasAccommodation(Y, X);1.0
-City(X) AND -Accommodation(X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -Accommodation(X);1.0
-City(X) AND -Accommodation(X) ==> -hasRating(X, Y);1.0
-City(X) AND -Hotel(X) ==> -RetireeDestination(X);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);1.0
-City(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);1.0
-City(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);1.0
-City(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -Hotel(X);1.0
-City(X) AND -Hotel(X) ==> -hasAccommodation(Y, X);1.0
-City(X) AND -Hotel(X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -Hotel(X);1.0
-City(X) AND -Hotel(X) ==> -hasRating(X, Y);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-City(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
-City(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);1.0
-City(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);1.0
Destination(X) AND -Accommodation(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -LuxuryHotel(X) ==> -Accommodation(X);1.0
Destination(X) AND -Hotel(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -LuxuryHotel(X) ==> -Hotel(X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -LuxuryHotel(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasRating(X, Y) ==> -LuxuryHotel(X);1.0
Destination(X) AND -LuxuryHotel(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(Y, X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -Hotel(X) ==> -Accommodation(X);1.0
Destination(X) AND -Accommodation(X) ==> -Hotel(X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -Accommodation(X);1.0
Destination(X) AND -Accommodation(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasRating(X, Y) ==> -Accommodation(X);1.0
Destination(X) AND -Accommodation(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(Y, X) ==> -Accommodation(X);1.0
Destination(X) AND -Accommodation(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -Hotel(X);1.0
Destination(X) AND -Hotel(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasRating(X, Y) ==> -Hotel(X);1.0
Destination(X) AND -Hotel(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(Y, X) ==> -Hotel(X);1.0
Destination(X) AND -Hotel(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasRating(Y, X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);1.0
-RetireeDestination(X) AND -NationalPark(X) ==> -Capital(X);1.0
-Capital(X) AND -NationalPark(X) ==> -RetireeDestination(X);1.0
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -Capital(X);1.0
-Capital(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);1.0
-RetireeDestination(X) AND -hasPart(Y, X) ==> -Capital(X);1.0
-Capital(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);1.0
-Capital(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-Capital(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-Capital(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);1.0
-Capital(X) AND -NationalPark(X) ==> -hasPart(X, Y);1.0
-Capital(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);1.0
-Capital(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);1.0
-Capital(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);1.0
-Capital(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);1.0
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-RetireeDestination(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-RetireeDestination(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);1.0
-RetireeDestination(X) AND -NationalPark(X) ==> -hasPart(X, Y);1.0
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);1.0
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);1.0
-RetireeDestination(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);1.0
-RetireeDestination(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);1.0
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -NationalPark(X);1.0
-NationalPark(X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -Town(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Town(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -Accommodation(X) ==> -LuxuryHotel(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -Accommodation(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Hotel(X) ==> -LuxuryHotel(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -Hotel(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -LuxuryHotel(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -hasAccommodation(Y, X);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -LuxuryHotel(X);1.0
-RuralArea(X) AND -LuxuryHotel(X) ==> -hasRating(X, Y);1.0
-RuralArea(X) AND -Accommodation(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Hotel(X) ==> -Accommodation(X);1.0
-RuralArea(X) AND -Accommodation(X) ==> -Hotel(X);1.0
-RuralArea(X) AND -Accommodation(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -Accommodation(X);1.0
-RuralArea(X) AND -Accommodation(X) ==> -hasAccommodation(Y, X);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -Accommodation(X);1.0
-RuralArea(X) AND -Accommodation(X) ==> -hasRating(X, Y);1.0
-RuralArea(X) AND -Hotel(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -NationalPark(X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -hasPart(X, Y) ==> -NationalPark(X);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -NationalPark(X);1.0
-RuralArea(X) AND -hasRating(Y, X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Hotel(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -Hotel(X);1.0
-RuralArea(X) AND -Hotel(X) ==> -hasAccommodation(Y, X);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -Hotel(X);1.0
-RuralArea(X) AND -Hotel(X) ==> -hasRating(X, Y);1.0
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasPart(X, Y) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasPart(X, Y) ==> -hasAccommodation(X, Y);1.0
-RuralArea(X) AND -hasAccommodation(X, Y) ==> -hasPart(X, Y);1.0
-RuralArea(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-RuralArea(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
-Town(X) AND Destination(X) ==> -AccommodationRating(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -Town(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -Town(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -Town(X);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -Town(X);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -Town(X);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -Town(X);1.0
-Town(X) AND Destination(X) ==> -LuxuryHotel(X);1.0
-Town(X) AND Destination(X) ==> -Accommodation(X);1.0
-Town(X) AND Destination(X) ==> -Hotel(X);1.0
-Town(X) AND Destination(X) ==> -hasAccommodation(Y, X);1.0
-Town(X) AND Destination(X) ==> -hasRating(X, Y);1.0
-Town(X) AND Destination(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-AccommodationRating(X) AND -Beach(X) ==> -hasPart(Y, X);1.0
-AccommodationRating(X) AND -Beach(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -AccommodationRating(X);1.0
Destination(X) AND -hasPart(X, Y) ==> -AccommodationRating(X);1.0
-AccommodationRating(X) AND -RetireeDestination(X) ==> -Capital(X);1.0
-AccommodationRating(X) AND -Capital(X) ==> -RetireeDestination(X);1.0
-AccommodationRating(X) AND -Capital(X) ==> -hasAccommodation(X, Y);1.0
-AccommodationRating(X) AND -Capital(X) ==> -hasPart(X, Y);1.0
-AccommodationRating(X) AND -Capital(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -RetireeDestination(X) ==> -hasAccommodation(X, Y);1.0
-AccommodationRating(X) AND -RetireeDestination(X) ==> -hasPart(X, Y);1.0
-AccommodationRating(X) AND -RetireeDestination(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-AccommodationRating(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-AccommodationRating(X) AND -NationalPark(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);1.0
-AccommodationRating(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);1.0
-Beach(X) AND -City(X) ==> -Capital(X);1.0
-Beach(X) AND -City(X) ==> -RetireeDestination(X);1.0
-Beach(X) AND -City(X) ==> -hasAccommodation(X, Y);1.0
-Beach(X) AND -City(X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -City(X) ==> -hasPart(Y, X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -City(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -City(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -City(X);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -City(X);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -City(X);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -City(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -LuxuryHotel(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -Accommodation(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -LuxuryHotel(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -Hotel(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -LuxuryHotel(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -hasAccommodation(Y, X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -LuxuryHotel(X);1.0
-UrbanArea(X) AND -LuxuryHotel(X) ==> -hasRating(X, Y);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -Capital(X);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -Capital(X);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -Capital(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -Accommodation(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -Hotel(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -Accommodation(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -hasAccommodation(Y, X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -Accommodation(X);1.0
-UrbanArea(X) AND -Accommodation(X) ==> -hasRating(X, Y);1.0
-UrbanArea(X) AND -Hotel(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -Hotel(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -hasAccommodation(Y, X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -Hotel(X);1.0
-UrbanArea(X) AND -Hotel(X) ==> -hasRating(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -hasAccommodation(Y, X);1.0
-UrbanArea(X) AND -hasAccommodation(Y, X) ==> -hasRating(X, Y);1.0
-UrbanArea(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);1.0
-City(X) AND -NationalPark(X) ==> -Capital(X);1.0
-City(X) AND -BackpackersDestination(X) ==> -Capital(X);1.0
-City(X) AND -hasPart(Y, X) ==> -Capital(X);1.0
-City(X) AND -NationalPark(X) ==> -RetireeDestination(X);1.0
-City(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);1.0
-City(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);1.0
-City(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-City(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-City(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -NationalPark(X) ==> -hasPart(X, Y);1.0
-City(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);1.0
-City(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);1.0
-City(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);1.0
Destination(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);1.0
Destination(X) AND -hasPart(X, Y) ==> -Accommodation(X);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);1.0
Destination(X) AND -hasPart(X, Y) ==> -Hotel(X);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasPart(X, Y) ==> -hasAccommodation(X, Y);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -hasPart(X, Y);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);1.0
-RuralArea(X) AND -Beach(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Beach(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-RuralArea(X) AND -Beach(X) ==> -hasPart(Y, X);1.0
-RuralArea(X) AND -RetireeDestination(X) ==> -Capital(X);1.0
-RuralArea(X) AND -Capital(X) ==> -RetireeDestination(X);1.0
-RuralArea(X) AND -Capital(X) ==> -NationalPark(X);1.0
-RuralArea(X) AND -Capital(X) ==> -BackpackersDestination(X);1.0
-RuralArea(X) AND -Capital(X) ==> -hasAccommodation(X, Y);1.0
